鄉鎮市區,村里,納稅單位,合計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
新店區,頂城里,369,258509,1924,3557,208022,7247,7008,1071,165,22836,0,6585,0,96,164350,214838,43
新店區,下城里,943,2244559,176974,88809,1156936,54829,50033,28813,5198,562632,3361,93734,2023,21216,1044622,2132044,5947
新店區,文中里,598,598985,2174,5077,488143,31550,13537,1271,4020,33153,0,9459,525,10076,419441,530284,2717
新店區,國校里,811,735715,4754,6180,590216,32795,8767,3941,621,74477,3264,4774,370,5558,492644,638150,1540
新店區,新生里,2064,2440136,10217,36914,1843868,133236,47012,11417,4462,301740,2810,19697,1238,27525,1604049,2200191,7365
新店區,中興里,2012,2022381,10482,27397,1614083,116371,38910,5393,1295,152332,15910,24130,1097,14979,1379206,1787452,5203
新店區,新安里,1583,1584888,6836,16096,1252985,86477,36227,10841,1508,140770,3114,20121,163,9750,1071990,1403931,3350
新店區,文明里,789,1090692,75870,14191,483870,46459,14797,2453,606,441800,324,4881,1078,4365,395601,1002424,2667
新店區,寶興里,1887,2781471,18219,25572,1774548,123508,51173,10312,1631,712526,6192,37243,1543,19006,1545697,2553070,7453
新店區,寶安里,2090,2122444,9489,24378,1666679,121006,37964,7922,1859,196195,8336,34103,1440,13073,1429387,1885403,6896
新店區,信義里,2327,2564631,7805,20552,1985323,120435,31068,6433,4469,329303,4652,27349,3269,23974,1704245,2283757,10598
新店區,忠孝里,939,788028,5297,8227,654541,48079,10838,2197,683,47818,1445,5034,232,3637,544428,678139,1538
新店區,大鵬里,962,1042388,3337,13421,811458,86826,9218,21973,766,78771,3721,10256,454,2188,699720,930704,3549
新店區,大豐里,1300,1301562,10588,16251,1004461,74483,20110,1804,1703,149376,2808,11038,657,8284,847965,1145075,3914
新店區,明德里,1406,1389404,7287,16024,1080343,80199,47100,5723,1888,128501,3899,11771,234,6435,916627,1225453,2696
新店區,中山里,1904,2950082,12967,51761,2152568,117731,58727,20520,2128,433075,7195,31940,2674,58796,1917336,2714899,12473
新店區,和平里,221,142174,240,1266,125831,4576,1771,352,84,7182,0,710,0,161,99109,115452,188
新店區,仁愛里,738,684530,3668,6771,496632,57795,34577,2642,697,67104,541,5043,797,8263,419419,607303,3165
新店區,中正里,2131,2057715,14385,26277,1593743,132187,55478,6373,2636,191462,3537,22387,354,8897,1347799,1811777,4248
新店區,美潭里,1709,1512140,12984,14246,1237150,72972,20471,8057,1567,127633,1833,12232,846,2149,1026253,1301129,4514
新店區,德安里,1755,1385877,11974,14089,1159491,43336,33782,4211,2023,96067,417,15630,2,4856,938047,1164951,1303
新店區,太平里,993,892779,4377,17156,706902,39143,10325,1999,1110,97993,1169,7863,813,3930,588870,774764,3453
新店區,中央里,2144,3241758,10116,38404,2235879,173581,109929,21394,2806,571524,21982,38166,1528,16449,1987357,2992977,8681
新店區,百和里,1139,1069379,9804,16509,847877,74872,24592,4704,929,75850,232,8963,8,5039,717330,938805,1578
新店區,福德里,1333,1170662,9098,7426,939082,67063,20033,3016,1105,96954,349,13176,680,12679,781411,1012889,3348
新店區,福民里,1360,1428292,8185,15481,1113984,92316,22446,4007,957,133120,10618,22809,781,3588,956757,1271068,4148
新店區,百福里,968,876451,4444,7279,706313,51058,13182,1212,1059,74399,3943,9397,31,4133,592328,762458,2124
新店區,國豐里,1188,1092504,5858,20663,864020,67135,18562,4432,750,86501,1339,12334,872,10039,728222,956640,2559
新店區,新德里,891,759043,6412,19711,571056,42252,23294,2783,697,79438,277,9358,442,3322,469197,657940,1927
新店區,五峰里,2548,2709070,18178,34710,2040354,136117,53336,10838,2780,350026,18617,25910,2687,15519,1741445,2409266,10816
新店區,中華里,1158,1092907,10151,12263,860562,67508,10960,2596,1093,88794,742,28973,2153,7111,729073,961266,6238
新店區,忠誠里,949,932911,2432,9931,724638,56688,44772,1845,570,67739,972,16767,348,6209,614418,822616,2492
新店區,永安里,1572,1100881,12866,14617,948048,38572,8903,2052,1164,64403,47,9039,363,808,756551,909697,1681
新店區,新店里,582,475353,5380,2825,381220,23701,11506,1684,698,38489,523,6645,244,2437,314217,408349,1341
新店區,大同里,1456,1628243,8819,13928,1216138,79629,56112,4905,1394,208647,7270,24098,868,6435,1039291,1451403,4842
新店區,玫瑰里,1750,1290608,11072,16221,1110268,45579,5893,2584,1270,75854,7241,9889,481,4258,891360,1071550,2823
新店區,日興里,1516,1039207,14109,5181,891559,33296,16375,4104,1144,60177,238,9518,85,3423,702842,850659,1392
新店區,寶福里,2421,2713634,8432,27975,2184564,105271,58836,17622,2434,251595,3215,38384,2296,13012,1879427,2407969,8914
新店區,安和里,2134,1841873,13159,19125,1579936,62574,20589,5908,1560,102086,6034,24193,641,6066,1303974,1565910,3450
新店區,明城里,1187,1324385,6933,30670,1055717,57054,17467,5115,1176,119601,4488,19637,2223,4303,909628,1177995,8374
新店區,吉祥里,1429,1311054,9243,27182,1049718,60321,18410,5290,1349,112555,9061,10627,2113,5185,878179,1139611,7270
新店區,小城里,1173,1191854,11449,14744,939601,62516,17515,4031,1173,121122,5209,10246,1908,2338,796867,1049084,6687
新店區,香坡里,2980,3131141,21590,68393,2561202,102777,31030,16351,2788,261112,3006,49084,3149,10659,2180982,2750709,12666
新店區,建國里,1061,1044988,5196,11203,810367,62529,23915,4146,2690,102641,39,18534,621,3107,688403,922814,3617
新店區,復興里,1129,1086739,96844,10595,771587,42406,57594,3890,815,80834,775,15189,94,6117,636620,951770,1475
新店區,美城里,786,602983,8205,11349,495676,28291,4706,1536,2383,42747,771,5562,379,1379,399404,506605,1788
新店區,安昌里,1510,1363123,8287,16125,1148493,44217,31961,8544,2108,83951,2011,11922,440,5065,953047,1167506,2945
新店區,長春里,969,1635109,5607,40296,1171441,69158,17766,80516,4834,200908,5063,29590,2167,7763,1051709,1515023,8226
新店區,新和里,1284,1036608,9190,12176,906805,41037,5128,2767,1107,45499,224,9729,1681,1266,740475,870042,4938
新店區,永平里,1624,1433422,16991,14724,1217072,51326,11819,5698,916,96869,2169,11314,148,4376,1003365,1219649,1945
新店區,達觀里,1290,1269030,4888,13405,1080000,48442,8492,7780,1585,74862,3609,17041,2328,6598,924753,1114125,8941
新店區,華城里,970,3567481,15113,45466,1322842,89618,108883,41332,1255,1820326,12712,52376,2968,54591,1205274,3449673,10777
新店區,其他,63,43952,305,219,30969,1326,1461,563,69,7910,0,1077,0,52,24142,37124,13
新店區,合計,92341,96279573,960511,1297408,72937013,4451817,1901962,542233,111831,11971619,225672,1212326,73058,594123,61800177,85140814,310620
石碇區,石碇里,132,71467,453,58,63754,3096,1630,0,162,1580,0,356,0,379,48398,56110,13
石碇區,潭邊里,192,188550,1309,4117,116961,4363,2497,771,87,49207,3666,989,657,3927,93443,165016,1563
石碇區,烏塗里,171,130413,181,1328,103773,4910,2583,425,43,16694,0,459,0,17,83713,110353,67
石碇區,豐林里,73,51929,5830,403,36595,1870,3252,220,13,3250,0,457,0,39,28580,43914,97
石碇區,隆盛里,198,115088,1570,268,99328,4053,3386,0,85,5603,0,549,229,17,76134,91891,510
石碇區,中民里,209,123183,2062,840,105629,2323,2812,299,181,8217,75,741,0,5,79972,97526,347
石碇區,永定里,128,72480,1768,95,63095,1672,731,55,14,4146,0,645,0,262,46865,56251,0
石碇區,光明里,36,23287,60,148,21170,487,302,0,5,1072,0,24,0,19,16844,18960,0
石碇區,彭山里,79,49933,350,52,37898,1076,5342,351,34,4711,0,97,0,21,28214,40249,108
石碇區,豐田里,101,65154,410,30,51337,4343,3125,668,29,4063,0,184,0,963,40210,54027,43
石碇區,格頭里,213,134513,1087,271,114751,5435,4313,303,314,7436,0,554,0,50,88796,108558,97
石碇區,永安里,154,95338,335,801,80885,2406,3517,0,167,6804,0,351,0,72,60571,75390,6
石碇區,碧山里,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石碇區,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石碇區,合計,1686,1121335,15415,8410,895176,36032,33490,3092,1135,112783,3741,5406,886,5770,691739,918244,2852
深坑區,深坑里,928,793551,7982,6410,658575,30946,11736,1778,767,64801,40,4426,57,6032,540163,675139,1511
深坑區,萬順里,745,542680,9201,4093,460246,17842,10068,1242,647,32313,982,4653,24,1368,366241,448677,519
深坑區,阿柔里,171,125427,1770,671,96042,4303,10277,383,140,11418,0,386,0,38,74875,104260,115
深坑區,昇高里,562,458910,3130,9118,369121,16490,10945,975,500,40185,324,7210,627,285,300360,390058,1878
深坑區,土庫里,908,759137,8383,10419,617780,20481,7553,1339,899,71544,5577,13324,10,1828,501404,642864,1688
深坑區,埔新里,1801,1531224,13682,12244,1301579,49594,19378,2884,1644,105434,267,16660,859,7001,1068000,1297282,2920
深坑區,萬福里,825,694002,3501,7520,560887,20509,9294,5220,755,70745,11,6811,518,8229,458343,592435,2182
深坑區,賴仲里,678,643067,7079,10265,530411,22321,12012,1751,753,53325,391,4021,155,583,445292,557949,2145
深坑區,其他,14,7620,1067,0,4451,179,74,0,5,1818,0,27,0,0,2816,5985,0
深坑區,合計,6632,5555617,55796,60740,4599090,182665,91337,15571,6109,451583,7591,57519,2251,25364,3757495,4714650,12959
坪林區,坪林里,328,219266,5267,3252,171997,10119,9941,768,210,14773,0,1262,427,1251,132974,180243,1072
坪林區,水德里,125,77716,2577,1418,61517,2522,2448,40,115,6715,0,233,0,132,46052,62252,20
坪林區,大林里,242,167456,4740,1498,129764,8320,6309,722,558,12414,132,1050,9,1941,100160,137853,283
坪林區,上德里,156,104834,1006,332,85768,3596,2075,294,69,10496,0,738,0,460,65667,84325,138
坪林區,漁光里,176,121691,4137,596,93039,5467,4834,64,212,12169,0,869,0,304,70960,99651,278
坪林區,石𥕢里,87,57969,838,555,48436,2074,1338,46,33,4156,0,480,0,15,37439,46972,0
坪林區,粗窟里,189,119883,3570,1854,89920,5006,5382,428,113,12358,0,1148,0,105,67372,97335,8
坪林區,其他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
坪林區,合計,1303,868816,22136,9504,680439,37104,32326,2360,1310,73080,132,5781,436,4209,520624,708630,1800
烏來區,烏來里,583,461872,6708,2180,358150,20690,21640,667,918,46870,411,2633,10,996,288611,392329,680
烏來區,忠治里,359,247386,3334,5065,214735,6285,4463,610,158,9349,0,1487,322,1577,169991,202642,776
烏來區,孝義里,44,31868,108,685,27949,464,736,63,109,1504,0,248,0,3,22449,26368,0
烏來區,信賢里,113,71618,1707,749,60384,2023,1651,142,8,4553,0,277,0,125,47042,58277,172
烏來區,福山里,101,70564,695,1008,58822,2146,4247,118,59,2494,0,412,0,562,45603,57345,114
烏來區,其他,1,344,0,0,344,0,0,0,0,0,0,0,0,0,240,240,0
烏來區,合計,1201,883652,12552,9687,720383,31608,32738,1600,1252,64770,411,5056,332,3264,573935,737201,1742
板橋區,留侯里,465,418647,4956,8501,313300,21139,5490,1434,583,52358,348,4338,1,6199,262764,368112,261
板橋區,流芳里,480,454296,8588,8729,307297,20982,28923,3269,608,59668,139,10547,309,5238,257245,404244,1318
板橋區,赤松里,248,314213,8181,13609,156730,21959,12826,522,85,97503,149,1677,137,835,131807,288947,743
板橋區,黃石里,332,253615,3187,4301,186143,18736,4255,356,208,31461,0,2935,0,2034,151072,218544,62
板橋區,挹秀里,598,679975,5600,17013,464669,40968,31927,7389,834,97382,471,7610,0,6112,399255,614700,387
板橋區,社後里,1778,1267637,19161,17026,1025687,52027,26739,2338,1221,100613,1847,15412,1,5564,817056,1059025,711
板橋區,新埔里,693,610598,10737,9418,449028,22359,28382,1752,1301,75579,180,8303,0,3559,369763,531332,356
板橋區,江翠里,1432,1262269,14427,19506,938690,49278,37027,3317,1190,171410,0,17196,1243,8985,767271,1090910,3472
板橋區,松翠里,1134,923946,12531,14269,699077,44206,37643,2802,887,99156,40,7532,132,5669,568372,793246,1808
板橋區,嵐翠里,658,448225,4932,4053,364179,16696,8746,1320,413,40805,0,5154,0,1927,285896,369964,562
板橋區,深丘里,2693,3803365,31498,60838,2432362,173620,127987,50085,3751,827909,3836,37165,315,53999,2095002,3466526,4546
板橋區,埔墘里,2040,1811824,25400,20031,1441302,64811,34655,5927,1807,187407,270,21045,348,8820,1186896,1561536,3471
板橋區,港嘴里,1880,1487206,29464,25306,1237814,46869,18414,4196,1675,102316,803,16739,229,3380,1003063,1252317,2673
板橋區,湳興里,1645,1312968,14248,24341,1067965,52888,21033,4749,1387,109084,251,11476,1525,4020,875838,1121224,4410
板橋區,鄉雲里,1180,1007006,9060,17730,793837,45603,30790,5816,802,87307,121,11810,217,3915,656400,869511,1930
板橋區,景星里,1068,1009302,8974,22558,722919,52966,57278,4496,790,113159,3745,16139,3,6276,601060,887447,2061
板橋區,廣福里,1258,1021252,16715,12872,788419,33428,24174,4943,865,127707,257,8056,480,3335,631152,863984,1640
板橋區,溪洲里,1837,1399972,19141,13347,1167963,53132,12642,2566,1778,107997,896,18308,0,2201,936868,1168876,525
板橋區,崑崙里,2876,2378477,27282,21995,1903854,65617,28132,5852,2435,276744,8374,28678,471,9041,1527819,2002451,2133
板橋區,浮洲里,986,724924,35793,6069,548693,25282,21439,2448,580,77243,49,6533,14,782,430046,606277,614
板橋區,中正里,1326,1039791,15015,10356,860173,37888,11813,18823,891,72158,473,9455,249,2498,690173,869802,908
板橋區,中山里,981,637543,18978,5368,523772,18164,8990,1473,755,48283,28,9116,0,2616,404266,518038,193
板橋區,復興里,235,139573,2308,1004,121797,4746,1166,40,63,6006,0,711,0,1732,93885,111660,53
板橋區,自強里,1926,1916427,11891,47157,1403931,136967,33840,10238,4192,240490,3100,19700,926,3995,1184712,1697168,4120
板橋區,國光里,1292,1366953,5878,23161,1076751,99255,9204,3216,1234,120997,778,16195,585,9700,918447,1208564,3279
板橋區,新興里,923,718333,7593,13383,550789,39013,18522,3582,830,62202,279,11688,114,10339,453388,621026,891
板橋區,福德里,1633,1468769,10912,13865,1176158,71948,24572,4472,1161,139614,1234,12437,27,12367,975776,1268387,1183
板橋區,和平里,1288,1468640,14267,23724,1237913,41374,9136,4616,5467,112446,90,14337,2843,2426,1060051,1290683,5933
板橋區,仁愛里,986,778092,5045,10080,630296,37748,7158,3292,566,74738,800,4078,154,4138,512021,659817,737
板橋區,福星里,1149,1141293,9619,28136,817387,56362,69405,3994,952,134331,785,16072,464,3785,681276,1004822,2402
板橋區,公館里,1157,915092,11917,14765,739224,38250,21544,2003,727,71311,277,13538,333,1203,599519,775357,2016
板橋區,新民里,1375,1208846,9160,18625,979713,58269,33949,3160,1450,85383,871,12209,707,5350,809216,1039014,3206
板橋區,振興里,1287,925985,14130,13737,772862,35695,14176,1583,1868,65303,0,4866,1271,495,617005,770214,2588
板橋區,光復里,969,810789,9290,10019,641910,32429,8627,1824,692,92838,249,8075,19,4817,523895,692773,641
板橋區,香丘里,1193,1081160,17168,14408,904555,39972,17206,2232,742,72888,427,7847,305,3413,752751,929357,1451
板橋區,雙玉里,1115,878452,8012,9941,746216,29087,6097,1945,736,68672,36,6051,63,1596,606214,738426,1062
板橋區,福壽里,1032,1034208,14762,13355,781067,45597,18332,2421,924,146181,198,8791,0,2581,655141,908283,869
板橋區,玉光里,1582,1273497,10092,12671,1036712,46350,14849,2723,1101,126676,1,13583,372,8367,840009,1077217,1995
板橋區,港尾里,965,963449,5964,13346,695146,45596,16087,5968,1576,163114,326,9333,998,5993,575761,844199,2503
板橋區,民權里,826,646568,5159,7826,515919,42792,7038,723,454,57963,452,7113,169,960,423004,553607,986
板橋區,建國里,1078,743658,5554,8463,634788,29172,8123,2264,615,48139,205,5231,148,955,508539,617384,1303
板橋區,百壽里,668,551160,8987,8150,426229,25176,10194,1774,556,59897,25,5623,0,4549,347206,472137,601
板橋區,忠誠里,1317,1256288,8634,14299,974677,90643,23418,5393,1426,120105,2024,9355,460,5853,821781,1103520,2417
板橋區,幸福里,1168,934296,7014,7571,714052,33308,16636,1081,732,52477,230,99075,24,2095,572967,793230,520
板橋區,漢生里,1484,1349553,10007,34662,994370,88236,41068,4945,768,151521,919,16604,88,6366,829763,1184959,1946
板橋區,聯翠里,1287,1415187,8976,27120,1130232,58768,34563,9925,1108,121870,96,13457,272,8800,973539,1258732,2440
板橋區,宏翠里,1586,1366990,14578,24276,1118705,38908,9511,5428,883,130558,927,14213,35,8969,919254,1167539,1712
板橋區,華翠里,1167,1067850,15351,25379,856119,39352,18037,3049,2373,80413,351,21521,69,5834,702719,922593,1115
板橋區,福翠里,399,261449,3066,2366,227813,6583,2112,230,208,16134,0,1502,202,1234,182202,215838,693
板橋區,九如里,802,670494,9263,9811,478874,23351,17583,2607,494,118982,439,6073,842,2176,383757,575043,2556
板橋區,埤墘里,1190,1054981,10481,16637,841038,48093,20008,4436,1041,99495,147,10033,0,3571,689923,904598,820
板橋區,廣新里,914,646019,12057,3515,541695,22187,15395,859,1485,40629,0,6867,533,797,430065,534394,1576
板橋區,福丘里,1618,2952891,12518,66560,1577356,135133,159081,39815,1783,886352,920,29360,733,43280,1392862,2768526,4427
板橋區,廣德里,2136,1860377,19834,27481,1442894,88229,44655,12600,2311,192805,3172,17262,541,8594,1180498,1599173,2960
板橋區,福祿里,1233,1213396,7248,13735,914369,62157,23396,3260,906,164855,1123,10604,339,11405,760832,1060293,1617
板橋區,華興里,1311,1180770,6744,9666,1006521,45292,11572,1940,1088,83646,484,11458,308,2052,839408,1013721,1810
板橋區,聚安里,1554,1059350,11560,10990,887153,27984,10428,1510,1855,93271,43,11335,108,3112,703184,875381,1582
板橋區,龍翠里,1631,1517935,19376,17178,1206180,54099,29508,3514,1328,164324,375,15362,543,6147,1002710,1314534,2356
板橋區,柏翠里,1206,1274851,13378,13728,895287,57025,49981,21094,829,157339,29602,14920,1094,20573,754753,1133579,3184
板橋區,文翠里,1266,1075107,10436,11664,808940,46205,34366,4175,1992,128411,1400,14209,421,12888,660162,926347,2285
板橋區,青翠里,788,581311,6571,7099,481089,23049,6199,870,566,43017,0,5285,84,7482,384601,485067,641
板橋區,香社里,1294,967585,12398,8884,808061,34542,11935,1272,1569,74003,94,12549,615,1663,650541,809942,1908
板橋區,大安里,1139,792393,7207,9686,637978,27889,13453,2394,2099,83341,447,6559,30,1309,503273,657687,866
板橋區,東丘里,1360,1146763,14071,16280,918406,57088,24469,4320,5149,88819,462,13334,47,4319,758293,987046,1954
板橋區,華德里,2202,1908528,16471,26013,1639525,62906,21488,6125,6982,100564,125,21390,415,6525,1355223,1624286,3100
板橋區,國泰里,1145,1058913,9710,14484,878724,46384,12786,3942,3662,77860,1293,7731,240,2096,733489,914118,1575
板橋區,光華里,934,816220,3054,22394,626076,51345,18830,1935,845,77385,379,6632,186,7159,522234,712261,1078
板橋區,自立里,835,584387,4101,5275,502428,26900,5366,1263,2234,31453,0,4169,146,1051,404703,486590,1048
板橋區,重慶里,2725,2174958,23723,26884,1826221,81093,25184,7742,7002,141210,1926,24149,203,9622,1486101,1834816,2459
板橋區,港德里,1433,1104759,11796,16322,915003,48768,18977,2163,1043,74861,540,10126,740,4420,745802,935523,2106
板橋區,忠翠里,3338,4494817,47405,67923,3391108,170558,100421,17923,4141,602296,6528,41833,859,43822,2961994,4065065,6052
板橋區,明翠里,1433,1084308,14851,15468,866223,49833,24821,3474,10597,86123,181,10984,0,1753,697498,915598,994
板橋區,滿翠里,853,577344,7807,3303,483963,20441,9905,1621,809,43876,358,3419,0,1843,384817,478199,155
板橋區,新翠里,2657,2399903,23836,36717,1946570,86278,29614,6776,2916,240761,286,19095,400,6652,1614436,2067672,3226
板橋區,溪頭里,1777,1499555,23477,14302,1212122,62141,31151,4596,2485,117733,322,20825,15,10385,997001,1284426,1149
板橋區,華江里,2273,2513980,24760,42935,1948218,92913,47089,47772,2841,258310,5575,34505,744,8318,1666463,2232137,4596
板橋區,海山里,2393,2690168,25173,40778,1946787,112486,50922,9733,2052,433019,3600,40215,7,25397,1638614,2386755,2094
板橋區,大豐里,1489,1120075,14177,15168,937193,43745,18876,1956,683,73972,347,8582,46,5330,761937,944833,770
板橋區,吉翠里,1038,712020,14471,8741,596612,22921,11196,1850,792,46666,20,4986,34,3732,471684,587103,531
板橋區,民族里,1268,1218022,12904,22414,950046,65519,34238,4347,1187,107219,82,14989,81,4996,797238,1066181,1079
板橋區,信義里,1219,956111,16273,14423,795991,30983,10946,2947,1066,69340,1745,9578,218,2601,648078,809589,786
板橋區,純翠里,1683,1338261,14038,17063,1121771,45809,20891,3023,1277,93910,78,16375,835,3191,914047,1130891,3930
板橋區,長壽里,886,676908,7847,7579,558417,24708,9392,1662,989,58875,532,4780,286,1842,452383,570881,1013
板橋區,振義里,1197,900658,14156,9310,756551,35475,6987,1756,786,66850,259,6790,40,1700,609120,753212,986
板橋區,西安里,819,702561,7431,14839,540653,32854,23383,2325,767,67080,170,10090,0,2969,442216,605011,349
板橋區,光仁里,900,656964,6856,10455,522981,35096,20622,1741,974,48943,381,7285,83,1547,421331,555315,1336
板橋區,介壽里,897,731118,7402,10993,580195,36364,24399,1061,671,53387,9829,3821,949,2046,473178,623960,2527
板橋區,仁翠里,839,520478,8919,6826,444068,16049,8967,1367,520,28029,27,3387,0,2319,347390,423799,459
板橋區,永安里,1027,887561,7261,4620,751207,29172,8205,2735,1526,70797,306,10050,325,1357,619395,755736,1630
板橋區,懷翠里,1713,1301979,11223,9775,1121739,42475,11638,3682,1106,85272,539,11652,584,2294,911321,1091564,2589
板橋區,長安里,1372,1238810,11873,15480,976361,51358,22615,4089,1042,126684,4608,14928,172,9600,804446,1066815,1800
板橋區,德翠里,2146,1846510,27317,13052,1612179,54667,11619,3690,2561,102689,765,16124,0,1847,1321722,1556053,1180
板橋區,溪北里,1024,760361,7729,9811,630938,33090,16420,2414,684,46003,0,10575,0,2696,506811,636130,492
板橋區,華中里,1477,943708,17853,11495,781746,26421,10492,3033,896,79417,2056,9020,31,1247,602287,764270,629
板橋區,僑中里,1165,734493,13393,4711,629401,25516,5083,1081,1476,46710,138,5588,167,1229,486575,591511,785
板橋區,金華里,1171,826940,9697,9694,716319,28009,3152,930,1162,44579,40,8224,386,4747,571822,684384,1210
板橋區,華貴里,811,571317,4829,6758,483734,21465,3281,983,5161,38544,61,4904,9,1587,386061,473644,348
板橋區,華東里,2535,2982137,51555,44528,2216853,112175,55508,11249,2683,420160,9846,25212,1745,30622,1904238,2669396,8588
板橋區,福安里,748,490383,6759,3823,403904,18510,5737,1704,303,39679,184,6300,0,3479,315094,401534,247
板橋區,龍安里,724,459385,4586,4011,381681,17995,9799,1053,412,35001,330,3878,15,624,295643,373346,568
板橋區,香雅里,822,590809,6175,7320,492795,27873,9831,834,700,39459,309,3612,0,1901,394141,490926,519
板橋區,光榮里,789,641743,6482,40258,482080,33537,6582,4297,394,52997,1165,5552,232,8166,391648,551313,1015
板橋區,新生里,1370,988978,5999,13099,840683,38880,7101,1828,2585,63790,475,9237,73,5228,675126,823421,858
板橋區,民安里,639,528913,4678,8022,380154,31591,11462,710,466,84731,0,5746,0,1352,310519,459278,534
板橋區,後埔里,1258,1399689,13762,23309,977241,70467,50609,3546,2382,220682,902,19948,245,16594,827966,1250414,2106
板橋區,五權里,1212,873001,13932,6252,748666,31128,5463,1947,520,54942,0,6201,309,3641,600806,725141,1575
板橋區,華福里,699,559979,4388,7742,451809,28396,11294,1113,515,47435,119,4539,435,2194,369581,478246,1530
板橋區,大觀里,1086,700077,6334,2204,626474,18510,3046,1333,561,37214,300,3540,0,563,491448,565051,314
板橋區,歡園里,316,194040,3198,4039,161251,6004,4232,1235,191,12333,0,1234,95,226,121936,154630,324
板橋區,成和里,1758,1369669,13292,13312,1182344,33745,9074,5105,2528,92227,350,15342,532,1818,948916,1136234,1801
板橋區,溪福里,3973,3334590,34794,27950,2877163,86539,25483,8257,3513,229958,2234,28061,376,10262,2328643,2786157,2383
板橋區,堂春里,1255,913067,14267,10187,756916,32133,7507,4922,1569,70738,919,9128,3,4779,597344,753495,811
板橋區,文德里,977,864095,6244,11357,729151,37857,6306,3242,943,61158,0,5841,42,1953,606738,741635,1342
板橋區,陽明里,913,836303,4655,10213,599117,37663,11925,2282,942,157458,436,7373,26,4214,492142,729201,770
板橋區,文化里,998,931492,13293,22127,710793,39566,17980,9771,2769,84009,401,20995,905,8881,593253,813966,2363
板橋區,朝陽里,962,670563,5257,7960,579056,25935,4761,2256,679,37352,0,6491,96,721,463853,559698,1122
板橋區,新海里,1036,667430,8392,6674,578475,18528,5600,1711,819,39666,135,5840,283,1307,453936,542769,1168
板橋區,松柏里,681,576830,6041,9892,448008,21008,17815,4251,761,58791,0,7548,29,2685,366385,495178,657
板橋區,莒光里,904,812215,18298,15204,629476,35398,23237,1665,522,75971,662,8695,187,2900,517703,702949,1766
板橋區,文聖里,1187,998052,19827,5443,832684,32862,13183,2239,912,76932,337,12363,189,1082,682631,848000,1195
板橋區,富貴里,791,868783,4905,13163,575394,39654,35707,3761,527,166313,384,11894,311,16770,485712,779107,1159
板橋區,居仁里,941,685457,9841,7696,575433,24776,8415,1589,809,44183,187,10126,0,2402,456290,566315,193
板橋區,正泰里,1022,793937,14133,13254,654090,29129,14185,1913,1052,56434,860,6293,0,2595,527936,667783,470
板橋區,莊敬里,1354,1518226,21425,12871,1225318,55540,12090,3444,2148,164052,4163,13684,0,3493,1041503,1334519,1016
板橋區,民生里,743,644947,4642,10030,539100,24814,10043,3658,1341,42947,271,6733,238,1131,446242,551905,1428
板橋區,東安里,693,522234,8341,4532,454306,16455,4859,852,555,26035,0,5142,0,1158,366300,434227,217
板橋區,其他,35,34850,632,595,21176,2766,215,0,16,9144,0,306,0,0,17511,31185,0
板橋區,合計,158677,138948397,1580283,1964715,109567706,5685714,2673906,586167,189800,14247016,143731,1537291,37124,734944,90132585,119544203,206083
三峽區,三峽里,104,78243,1460,464,59868,5043,1899,220,164,7339,0,637,0,1148,48237,66612,11
三峽區,秀川里,161,105829,3017,314,82488,3653,2364,684,286,11475,0,857,49,641,64652,87753,260
三峽區,八張里,964,617636,6794,5895,539700,21371,4899,1215,525,29574,176,5649,107,1731,420266,498202,890
三峽區,中埔里,576,356296,7253,2369,317349,6895,569,1150,399,16236,30,3891,0,156,240617,279308,80
三峽區,礁溪里,1483,1073616,19215,7824,899968,33650,15510,3094,1227,77364,358,8921,129,6357,708769,882688,1081
三峽區,永館里,2029,1651175,21826,27824,1236242,69882,63057,4512,1607,196232,1289,12803,791,15110,998917,1413804,3375
三峽區,鳶山里,2584,1888829,28003,23886,1539082,62412,39087,4987,4809,152682,325,16932,142,16482,1221098,1571476,1865
三峽區,龍埔里,2558,2048146,37578,30338,1665209,64140,28489,6889,2083,159629,5037,35633,368,12753,1343947,1727339,2230
三峽區,弘道里,276,179550,2052,2997,145375,4389,1806,158,255,20961,0,1235,0,322,110061,144250,35
三峽區,大埔里,1067,818612,15643,7482,695326,28742,12101,12058,713,37977,415,7469,0,684,556737,679964,158
三峽區,嘉添里,561,451200,5319,1821,318622,14199,13460,2052,213,91225,67,3132,0,1090,249124,381701,469
三峽區,添福里,316,188876,3836,960,145342,4245,6664,327,78,25934,0,986,0,503,107222,150756,38
三峽區,溪南里,375,268260,3941,2025,205584,7483,4835,567,132,35831,0,3140,0,4723,160293,222968,385
三峽區,溪北里,581,379639,5355,4035,326532,12261,6461,812,261,19491,0,3887,0,545,251368,304768,43
三峽區,溪東里,857,627826,9137,3772,481731,13077,5878,43490,559,63404,0,4804,0,1975,367738,513834,61
三峽區,成福里,251,164039,3433,1943,141014,3593,2087,969,171,9640,0,737,0,452,108723,131748,11
