鄉鎮市區,村里,納稅單位,合計,營利所得,執行業務所得,薪資所得,利息所得,租賃及權利金,財產交易所得,機會中獎所得,股利所得,退職所得,其他所得,稿費所得,申報大於歸戶,薪資淨所得,按薪資淨所得計算之綜合所得,稿費收入
新莊區,民有里,1181,838517,10753,10187,710894,19825,6312,3042,806,66770,214,5985,486,3243,556073,683541,1547
新莊區,光正里,1245,990563,15302,13251,797271,31345,12509,2878,1623,105043,78,9073,0,2190,630893,824439,162
新莊區,光和里,785,470499,9062,3210,406739,14378,3672,922,396,26570,0,4460,0,1089,303411,367170,323
新莊區,其他,32,28899,468,0,25401,670,41,227,27,801,0,1263,0,0,21459,24957,0
新莊區,合計,116602,92285000,1319716,1023524,73421476,3331231,1998811,318564,110725,9446071,51472,877289,20313,365807,58675641,77553167,108381
林口區,東林里,1321,946165,16345,10798,712934,38336,28824,2691,1464,112880,93,16820,465,4514,547468,780699,1247
林口區,林口里,1463,1115442,14999,12771,862602,37156,28255,6191,676,124412,367,24560,160,3294,683786,936660,1220
林口區,西林里,2506,2809412,38706,32527,2137404,94657,61478,15993,3188,362394,6925,49743,1910,4486,1816032,2488198,7548
林口區,湖北里,440,343246,6504,2421,258701,13907,14332,1804,303,33540,24,11500,0,211,205343,289839,193
林口區,菁湖里,1438,1566619,11927,22196,1136282,70959,48173,6081,2454,240425,2112,21008,103,4899,956405,1386688,1764
林口區,湖南里,4849,5533025,39636,68438,4516162,151570,78186,47181,10493,520218,5495,71984,1870,21792,3871442,4889004,10058
林口區,南勢里,4417,5556014,40703,66772,4473995,160766,84947,44699,13556,556491,5455,81286,1369,25975,3888182,4971932,10239
林口區,頂福里,318,217773,4550,1357,150610,7857,14876,338,52,32814,0,4500,0,819,110285,177449,22
林口區,下福里,360,290733,8430,2456,202894,7474,11671,314,173,51534,473,3888,0,1427,154442,242282,7
林口區,嘉寶里,224,170410,4495,1000,130309,5746,3207,73,143,22955,0,2324,36,123,101193,141292,236
林口區,瑞平里,199,137368,888,512,104816,5723,2894,658,81,14611,255,6699,0,232,80779,113331,2
林口區,太平里,369,245084,3810,1367,181263,11390,7716,43,1509,18903,0,19073,0,12,138456,202278,97
林口區,中湖里,966,841148,16604,4662,644584,31093,19374,3241,1260,98994,254,17997,0,3084,522407,718977,356
林口區,東勢里,1897,1835442,20997,17863,1435842,60143,34320,7602,1340,198783,1121,51681,364,5385,1188317,1587519,2599
林口區,仁愛里,1951,2462549,18623,24703,1914542,80530,35023,10992,1705,311915,1644,45388,1951,15534,1654567,2203714,7158
林口區,麗林里,2375,2812629,31536,34184,2326617,73163,41728,12910,3566,239185,1044,39719,1496,7481,1988028,2473866,5652
林口區,麗園里,1196,1204048,9123,10437,854284,43428,24679,7576,1150,233045,99,13851,126,6252,701428,1051087,1243
林口區,其他,7,4398,42,0,3643,119,503,0,5,58,0,26,0,2,2779,3534,0
林口區,合計,26296,28091504,287918,314463,22047482,894016,540184,168387,43118,3173158,25360,482046,9851,105522,18611340,24658347,49641
五股區,興珍里,1753,1434640,33453,4493,824135,62771,72552,29835,634,396368,0,7347,304,2747,612817,1223479,1227
五股區,更寮里,339,245686,6807,695,167733,14431,13583,285,193,40049,0,1569,0,340,125852,203782,295
五股區,集福里,1039,706565,11214,8301,594262,18527,10753,2227,752,54389,0,5393,382,366,464052,575979,1494
五股區,觀音里,307,201064,3442,788,143780,11685,6839,795,178,29221,0,2957,0,1379,110185,167470,372
五股區,成州里,1404,894733,23336,6895,726227,30511,13181,1758,629,84756,94,4047,126,3171,547862,716314,559
五股區,五股里,1140,867312,13216,14874,620521,39162,50969,8950,695,102621,91,6278,133,9803,486360,733161,514
五股區,五龍里,394,253727,8800,1456,170674,11121,14476,680,86,43260,0,1662,0,1511,124511,207564,11
五股區,德音里,1551,1691976,22299,13995,1068105,50202,31625,4512,627,475578,357,19287,148,5241,864540,1488253,1777
五股區,貿商里,783,612141,6716,3381,524562,25829,2465,750,641,38789,240,8263,0,504,426382,513548,822
五股區,陸一里,440,311201,1541,2852,269017,20659,1093,788,179,11358,7,2455,3,1247,215649,257832,277
五股區,成功里,1493,964959,23292,13965,803334,19108,9734,1604,807,65168,216,16796,118,10817,608266,770371,1361
五股區,五福里,1059,706062,15404,5736,569467,25928,11112,1508,590,67267,105,7191,192,1561,435143,571706,1143
五股區,成德里,722,437585,9384,4498,338884,23186,13724,1112,228,42059,0,3759,56,696,257476,356167,482
五股區,德泰里,1305,1442343,45754,13449,845730,36790,16407,1943,930,259244,1051,218479,1428,1138,669633,1266245,2402
五股區,六福里,994,710461,10128,4175,608785,18304,3941,1891,386,54160,0,7175,336,1181,473254,575220,1358
五股區,集賢里,1049,635558,10542,3965,545229,15472,10992,1567,430,40713,0,4505,0,2143,412427,502756,84
五股區,民義里,875,638224,7472,4475,504797,21941,13491,1128,536,75871,1971,4767,383,1391,392970,526471,1299
五股區,成泰里,1475,1073465,20370,12460,832117,30705,16020,4769,947,125415,336,11336,0,18991,641140,882547,307
五股區,水碓里,2184,1676574,34642,15621,1309296,60556,32835,4365,2983,199017,33,12285,151,4790,1021429,1388181,1931
五股區,福德里,852,608644,5042,4773,529085,12185,6395,1525,472,39941,0,4856,0,4369,417220,496795,675
五股區,其他,9,8375,94,66,3680,194,2363,0,8,1902,0,68,0,0,2640,7335,0
五股區,合計,21167,16121294,312948,140914,11999422,549269,354549,71992,12932,2247148,4501,350475,3759,73386,9309808,13431179,18390
蘆洲區,樓厝里,1770,1388689,22658,21498,1119511,45860,36794,4370,1357,121773,529,9057,475,4806,899838,1168916,2860
蘆洲區,保和里,762,539957,13367,9035,426636,23996,13149,778,508,41598,4925,3847,0,2119,335796,449843,546
蘆洲區,得勝里,932,665761,10226,16750,484234,35015,39312,2129,854,64197,906,4104,320,7714,381379,562907,959
蘆洲區,仁復里,553,521580,4639,6607,339915,21943,16434,1174,280,120869,0,6885,270,2565,274982,456672,956
蘆洲區,溪墘里,930,679748,8817,6499,544357,25315,17479,1926,546,68166,7,5232,0,1403,429779,565173,684
蘆洲區,中路里,1154,808404,15074,6579,657229,30270,16829,2007,1382,69204,3,5823,0,4006,509775,660950,140
蘆洲區,正義里,3411,3756815,70133,62692,2833258,115153,102209,16228,2814,491235,3447,45695,805,13146,2360853,3284995,4654
蘆洲區,水湳里,2982,2544028,60418,21332,2010336,85014,50241,5683,2429,280056,49,21369,135,6965,1623077,2156664,1468
蘆洲區,保佑里,1027,710275,11760,7038,585981,21915,11303,2779,716,57140,12,6633,7,4992,459018,583688,553
蘆洲區,樹德里,978,750993,8830,7473,605574,22676,27000,2430,703,66740,1,7680,80,1807,484065,629485,751
蘆洲區,中原里,1526,1148907,26978,14538,903002,40702,30507,6965,1101,113693,204,9405,0,1812,714957,960875,1088
蘆洲區,恆德里,1797,1476426,25270,23513,1192504,55679,45582,3630,1173,102720,320,17870,0,8164,967937,1251860,1185
蘆洲區,光華里,1457,1127764,13569,10241,908373,43552,15075,2438,858,123458,141,8151,0,1907,725154,944967,647
蘆洲區,鷺江里,1568,1360487,26989,15005,986353,54711,36201,6904,1072,193310,1212,10418,781,27530,792532,1166175,1903
蘆洲區,南港里,1488,1097801,19150,10358,913934,34615,10377,3733,995,91129,627,10539,342,2002,717488,901279,1248
蘆洲區,永樂里,1705,1384514,17255,19838,1085642,44580,17289,3615,1396,175645,1762,12503,1542,3446,863045,1161932,3913
蘆洲區,永康里,1859,1405434,35486,11088,1168876,34648,13352,2984,1090,123652,23,12466,0,1768,918932,1155489,644
蘆洲區,信義里,1138,757084,15322,8617,605919,24199,20109,1085,572,72866,0,6305,129,1962,464790,616340,755
蘆洲區,玉清里,1654,1428859,28748,21345,1140285,43081,27474,4714,1260,146315,50,11822,51,3715,929770,1219194,1184
蘆洲區,復興里,976,629991,16172,5377,526833,14999,10293,899,1257,46529,5,6240,0,1389,403132,506290,257
蘆洲區,水河里,2622,1959917,39999,15846,1626769,56142,40985,4085,1615,151952,288,19150,434,2651,1287415,1620562,1513
蘆洲區,仁愛里,1516,1105032,25770,10430,908215,39776,14603,2539,851,87891,0,13014,38,1906,716749,914269,765
蘆洲區,忠義里,813,583285,13674,8351,478493,17022,11734,2417,491,45417,0,4194,0,1491,374782,480037,12
蘆洲區,九芎里,1473,1011720,18042,12984,835706,29272,10899,3097,799,85225,889,10960,36,3810,650928,827150,777
蘆洲區,中華里,966,677001,11108,7314,529276,24975,15528,2190,534,79721,455,4814,214,874,414505,561680,729
蘆洲區,得仁里,958,661921,12832,2805,507064,20544,25389,1296,787,84237,0,5250,42,1675,391024,545854,355
蘆洲區,仁德里,1649,1241945,19027,10475,1006851,42051,19409,2965,1154,121466,72,10456,380,7639,797537,1032632,1058
蘆洲區,仁義里,999,742995,10977,4223,628124,22263,12078,2363,850,50630,95,7997,90,3306,502313,617727,1064
蘆洲區,光明里,1346,1032537,17984,15874,825536,35119,16486,3439,773,107284,482,6480,274,2805,656971,863839,869
蘆洲區,保新里,727,479189,9003,6421,378509,18454,20453,1142,2047,38284,78,2899,104,1794,292408,393087,843
蘆洲區,長安里,1322,912042,11200,11895,727878,31331,20774,3354,789,94175,133,8482,207,1825,564833,749027,1537
蘆洲區,民和里,786,530537,11169,3778,448722,16324,3791,1948,675,41022,0,2646,136,327,353319,435008,1264
蘆洲區,忠孝里,681,495057,5656,2277,409301,17174,6085,1037,549,44045,93,7487,0,1355,323101,408857,184
蘆洲區,福安里,934,642048,8323,6444,529699,23851,18065,1956,558,43921,213,7128,0,1890,414108,526450,29
蘆洲區,永安里,1421,1009985,19963,10575,821427,32436,15594,3701,606,97029,0,6970,0,1684,640217,828792,301
蘆洲區,延平里,1077,798912,12745,14652,672507,21860,9632,2580,612,54913,431,8201,0,778,531146,657475,331
蘆洲區,成功里,1940,1496567,25334,13724,1234525,39357,17028,2861,2806,144388,1295,11730,191,3328,975724,1238359,1201
蘆洲區,永德里,1203,854347,18024,7438,676790,25456,14038,2914,563,94824,278,8564,369,5090,523888,701329,1037
蘆洲區,其他,30,20902,204,510,18387,444,31,0,21,1101,0,71,0,133,14918,17432,2
蘆洲區,合計,52130,40439457,741892,471439,32302537,1331774,849614,122350,39444,4037818,19025,368537,7451,147576,25682187,33823260,40266
三重區,二重里,520,314684,9067,3822,241502,11087,8188,1434,463,35868,0,2771,0,482,183866,257109,53
三重區,五谷里,652,553757,9128,5130,381659,20939,22049,1414,283,100581,0,2246,0,10328,299584,471682,302
三重區,德厚里,109,82677,680,273,61855,2637,2527,98,35,14131,0,156,0,284,48312,69317,0
三重區,福祉里,1765,1590404,14108,21322,1296664,60792,32380,5642,1301,128116,271,17233,221,12354,1076849,1370375,2136
三重區,過田里,1984,1663313,13999,24716,1308077,77137,36257,4279,1588,173586,566,16084,0,7023,1067816,1423052,1821
三重區,溪美里,2276,1721134,23118,13336,1433309,64602,32383,4455,1578,123266,124,19467,227,5268,1149276,1437107,1557
三重區,厚德里,1071,880764,12863,8777,734308,37106,9898,3910,769,60540,583,7507,75,4429,598410,744866,862
三重區,慈化里,710,491696,7079,4406,415467,16128,6312,718,444,36349,857,3088,0,847,330023,406252,307
三重區,永安里,1135,815501,11253,7137,697528,24580,6600,3249,1108,54467,344,7042,10,2183,557630,675623,692
三重區,六合里,1085,727025,18453,7349,598974,27501,14929,2093,443,50281,55,4139,0,2811,471609,599661,528
三重區,福利里,718,665100,8480,6693,536942,20155,5603,1774,1304,73563,180,6401,748,3258,444275,572444,2072
三重區,永興里,457,375912,4331,4553,296876,14976,10674,1093,261,39031,123,2975,0,1019,243533,322573,110
三重區,清和里,1289,1175690,25016,11243,935191,41181,19214,2423,1219,120307,721,16430,306,2439,772616,1013180,1470
三重區,仁德里,568,425673,3352,11634,303032,16905,10492,1117,412,74318,280,3319,0,812,241704,364345,346
三重區,開元里,411,274717,4014,4105,228596,8846,4231,2447,183,19166,0,1271,112,1747,180050,226172,487
三重區,大德里,268,207589,3440,11408,163944,7795,3323,485,106,12475,1,3061,0,1550,133818,177463,101
三重區,錦通里,415,252380,9004,1513,192686,11205,9691,855,182,22808,0,3260,0,1177,150493,212120,296
三重區,光華里,556,431165,4301,7035,333648,21573,16632,2030,369,36108,1389,7043,47,990,270902,368464,962
三重區,光榮里,449,377778,4221,5844,281145,18476,9181,4385,233,47298,248,5760,195,792,229298,325934,1038
三重區,大園里,725,511602,4082,5082,436270,16743,4544,965,676,38137,0,3828,0,1275,350454,426509,135
三重區,長生里,264,199172,1719,6701,160252,7398,3702,720,161,16138,0,1936,137,309,130613,169399,618
三重區,長安里,600,436798,5781,10781,338673,15537,17253,881,275,44206,0,1762,0,1649,273689,371814,567
三重區,同安里,351,220598,5447,952,180772,7198,2020,831,125,22319,62,865,0,6,138892,178718,0
三重區,光明里,2268,2018999,23482,20168,1545775,88100,62720,9793,2605,238735,388,17669,3384,6180,1268641,1741403,7364
三重區,菜寮里,612,428617,2422,3077,363974,14886,8880,201,336,27844,0,4922,2,2072,292138,356807,518
三重區,大同里,612,424805,3843,4821,349641,16723,14125,1106,285,28811,52,4429,33,937,280571,355736,1200
三重區,長泰里,633,413939,5679,6555,332067,14181,7306,1388,281,40133,0,3080,0,3269,259003,340876,446
三重區,長元里,704,466271,6542,3663,404551,13426,9253,1719,1461,20753,0,3550,513,840,321256,382976,1384
三重區,介壽里,366,258596,3480,3035,202017,8099,11486,2548,248,24331,0,2610,0,742,159346,215925,68
三重區,三安里,867,627276,9503,9244,482025,26970,26276,1814,486,49882,62,17381,0,3633,386871,532122,517
三重區,文化里,702,541097,3108,12939,388778,27511,38977,1123,365,52062,3098,9087,886,3163,312398,464599,1944
三重區,正義里,564,473376,9976,10835,330357,22372,33820,2081,557,59267,197,2558,153,1204,266090,409114,738
三重區,中正里,400,285305,3736,2092,219564,13438,18994,471,363,25259,0,1238,0,149,172695,238435,400
三重區,仁義里,300,225763,3828,4875,169966,9936,5160,637,122,27763,523,2724,0,229,134247,190045,9
三重區,長江里,525,427131,7984,3098,334382,17312,4755,765,244,52507,46,2540,201,3299,269771,362485,511
三重區,錦江里,609,397665,4787,5860,326185,9958,3773,1080,1149,40236,0,2898,699,1041,250450,321930,1927
三重區,龍門里,514,977777,11065,6741,293614,18539,7558,331,384,632454,0,4393,0,2698,236542,920705,303
三重區,大安里,443,283136,3111,2409,233052,10731,3215,1003,240,27222,0,1183,136,833,181918,231912,436
三重區,光正里,732,806898,6090,9890,664546,31942,10373,3524,770,69320,113,6039,557,3735,572350,714703,2356
三重區,重新里,463,321668,8777,6454,239320,15061,14139,706,169,29495,0,3119,617,3811,187347,270211,1334
三重區,民生里,1199,811451,14791,8384,656877,31332,9591,4714,756,76544,0,6503,0,1959,513784,668358,420
三重區,中山里,837,688441,8755,18064,493283,34503,16883,3535,1030,98831,32,10287,0,3239,398245,593403,143
三重區,國隆里,782,603405,6796,4992,504047,21479,4985,1251,539,48776,351,4316,42,5831,407515,506873,336
三重區,重陽里,1032,804687,9124,7310,628956,35884,10223,1361,681,100001,358,8831,76,1881,504507,680229,1207
三重區,幸福里,1333,1033748,12885,10441,718769,40734,35171,6060,776,197009,46,6069,200,5587,566116,881572,996
三重區,福安里,871,662805,7965,7086,531510,26654,11734,1331,1403,70707,0,4140,0,273,427177,558501,191
三重區,信安里,615,459754,3688,9238,394776,13655,8623,578,467,25095,43,2751,0,841,318921,383900,89
三重區,安慶里,572,366407,4441,5195,311050,13951,5676,797,279,22238,148,1750,0,882,243820,299177,194
三重區,順德里,583,355774,8227,5912,291874,11291,5056,691,913,28742,0,1611,0,1456,224203,288112,162
三重區,承德里,469,327713,5374,2469,266091,12136,7078,374,425,25894,2,6445,0,1425,214051,275735,470
三重區,瑞德里,572,388389,5730,7551,311779,16116,4596,1314,355,37193,327,2299,72,1057,245496,322106,392
三重區,崇德里,1010,661824,8993,8198,555096,22806,7432,1545,426,48023,31,7848,609,815,434174,540649,1913
三重區,尚德里,917,617334,9969,9127,511870,25866,12499,1921,714,34962,199,7966,0,2242,406290,512490,328
三重區,培德里,1090,927643,14137,12354,683882,34193,16067,3724,812,111958,203,9515,117,40682,553486,797272,1674
三重區,自強里,525,354541,3602,4032,276796,14306,9472,619,338,38440,8,3880,110,2937,216795,294516,881
三重區,大有里,1791,1263015,27684,13664,957207,53153,32914,3266,1414,163894,283,6470,6,3062,737773,1043582,677
三重區,頂崁里,811,663963,17526,4330,385659,28799,43109,1522,318,175770,0,5139,0,1791,284179,562499,103
三重區,谷王里,298,225045,4112,1398,156494,9871,14271,948,262,35933,749,947,0,60,120493,189044,34
三重區,中興里,1308,1005444,29056,11526,672769,47447,40234,5336,608,184229,0,11444,150,2644,516356,853761,1106
三重區,成功里,1951,1739244,19520,21736,1443568,64196,26216,4615,1297,132634,178,14718,1144,9421,1193470,1489402,4400
三重區,重明里,1006,1028393,13311,14381,756354,43888,23862,7645,628,148468,333,8988,0,10536,631498,903773,1291
三重區,光田里,1417,1190038,12115,18171,948589,56187,22140,10677,1717,97436,3254,10784,281,8688,778282,1019642,2427
三重區,田心里,1179,843172,15723,6466,646817,36365,15780,2082,1368,94569,77,21010,439,2476,508351,705721,1977
三重區,福隆里,1360,1238979,28108,11100,835632,42748,38134,3823,720,101960,140,10848,136,165630,664721,1068413,1406
三重區,五常里,1249,818104,18332,6544,681220,25443,17464,1773,821,57527,40,7492,0,1449,530496,667424,456
三重區,慈生里,613,381389,6010,2765,316841,18138,7799,459,328,24729,366,1873,0,2082,246385,310999,162
三重區,碧華里,2138,2362488,32871,23605,1855821,72745,35320,16382,4534,276044,2382,30557,171,12057,1578626,2085320,3019
三重區,永德里,1319,907268,12215,9332,761619,36382,12191,1100,886,60836,646,9668,0,2392,600046,745714,899
三重區,永福里,1499,1068560,19969,9227,848905,32768,17150,2810,1377,120174,1293,10246,467,4174,663381,883036,1931
三重區,福星里,235,154473,2969,1467,123498,7374,5588,150,71,10269,1,1564,56,1467,96337,127256,608
三重區,錦安里,502,348402,2719,4967,284996,17018,6634,236,218,26312,221,3688,67,1325,228574,292890,528
三重區,光輝里,472,359484,3214,6003,277470,13869,13010,444,646,40995,0,3388,0,447,221494,303508,60
三重區,同慶里,515,442442,3677,10195,373444,17281,4613,1818,449,27562,118,2672,133,480,308913,377911,572
三重區,永春里,578,419717,8824,5120,347302,13369,6474,529,489,31943,0,5376,0,291,274314,346729,255
三重區,中民里,374,235630,3831,3682,201649,10008,1989,980,121,11558,0,1220,0,592,159875,193856,8
三重區,長福里,447,309029,2421,3069,267738,9785,1354,351,515,21846,31,1365,0,555,212664,253955,87
三重區,奕壽里,528,379944,7354,6930,299742,12796,7917,1422,486,37243,0,5143,0,911,239966,320168,251
三重區,萬壽里,579,453208,4307,4887,381024,16334,3864,1833,601,32702,998,6184,49,424,309207,381369,553
三重區,中央里,439,317722,4836,2778,252180,14059,13317,3300,202,19593,0,5628,0,1828,200250,265792,41
三重區,雙園里,298,264296,2553,2467,186292,8319,21660,808,257,39266,0,2181,0,494,152285,230289,5
三重區,正安里,597,433253,8235,6781,327844,22667,28995,2072,313,28372,1606,4445,0,1924,260377,365837,244
三重區,吉利里,407,249994,1723,2693,207523,9022,4064,1510,320,18695,0,4127,0,319,160727,203198,144
三重區,忠孝里,470,329507,3014,3929,244202,14531,7572,350,298,51472,0,3797,44,298,191282,276588,621
三重區,秀江里,377,288584,4488,2857,223017,12070,2814,597,197,39759,0,2168,0,616,178493,244060,20
三重區,龍濱里,894,657389,8036,8708,546719,21189,5661,1464,653,47982,30,6265,318,10366,440503,551091,1101
三重區,平和里,394,226601,978,2147,199750,8540,2770,839,168,8816,0,1252,0,1343,156567,183418,14
三重區,正德里,317,234648,4159,6721,175929,12844,7800,704,276,22069,40,1630,934,1542,140902,199697,2107
三重區,五福里,1124,916983,9474,10711,775199,29043,15750,2896,1761,60096,1,7390,1274,3388,635213,777012,2559
三重區,富華里,978,759628,11937,6049,632849,19395,7499,2537,1031,69082,176,7405,337,1332,512282,639643,1159
三重區,田安里,1860,1476387,23388,15849,1197918,55427,24582,2455,1486,139949,1,11605,231,3495,966993,1245315,1703
三重區,慈惠里,610,371731,4032,2104,332007,9855,2805,785,287,16604,60,2510,0,682,258923,298655,266
三重區,慈福里,607,359131,6215,5257,303659,10482,7414,634,250,20661,0,3508,259,790,233222,288744,1111
三重區,永盛里,875,577916,8472,4159,470368,21858,22857,1626,920,40067,41,4720,0,2826,368171,476187,341
三重區,福民里,985,738709,11534,5441,557894,31378,18174,1867,815,100246,1754,6226,80,3301,442801,623703,1302
三重區,田中里,1895,1430174,21811,15300,1139319,60879,24478,3787,1463,144123,415,12914,61,5624,910506,1201684,1187
三重區,永清里,1589,1101723,24519,14129,908287,36149,17282,1854,975,83246,86,8702,0,6493,714109,907769,537
三重區,維德里,857,617495,28563,4673,493712,20787,11224,1666,822,48403,57,3222,529,3838,390167,513950,1185
三重區,五華里,1445,1333170,17486,16169,1111995,47659,15467,8050,2594,80493,6562,21294,279,5122,925425,1146481,1621
三重區,永煇里,715,436656,10933,2575,364967,11368,3612,248,197,38116,287,2346,119,1889,280256,351826,428
三重區,三民里,977,763724,12448,14040,608079,34041,15076,2546,702,66527,530,7050,0,2686,492885,648530,444
三重區,錦田里,654,955728,10173,2708,393184,29875,22466,909,333,490823,158,3686,0,1414,317512,880055,91
三重區,慈祐里,1348,975055,15536,12017,790084,34385,20285,3921,696,79639,0,14566,0,3925,631500,816938,571
三重區,六福里,1669,1093971,21120,9539,907526,35888,18568,2765,1186,87974,560,7356,112,1376,707901,894347,1189
三重區,光陽里,2069,1800141,20398,18831,1421436,66299,27861,6814,1892,210803,391,13838,276,11302,1162519,1541249,2326
三重區,福田里,1140,828313,24522,7895,664339,33579,12755,2231,487,73490,53,7076,664,1221,525064,689081,1583
三重區,富福里,594,404333,5971,4240,333733,11615,6316,784,444,37247,0,3142,0,840,261529,332507,99
三重區,仁忠里,825,485225,9843,3865,418212,14379,5453,1837,476,27239,1,2851,0,1070,319749,387299,619
三重區,富貴里,1878,2036492,23466,21182,1565086,65233,25755,13074,1324,220580,49,25205,363,75175,1330352,1802593,3222
三重區,慈愛里,1011,609461,7640,5150,530814,16468,9013,1509,943,32829,490,2788,536,1280,411208,489854,1413
三重區,福德里,1180,909981,13064,8433,713809,35785,22529,2299,950,100220,50,6462,1019,5360,573162,769365,2226
三重區,永豐里,1560,1105921,25834,6017,950270,28393,10497,2077,1114,70204,47,9930,100,1437,752151,907802,1023
三重區,博愛里,1384,963695,14069,13904,797841,33895,9510,2227,763,80873,2094,6196,182,2141,624884,790721,976
三重區,永吉里,878,600372,11901,9519,496629,19127,8335,867,578,47726,0,4068,760,862,388486,492180,2204
三重區,永順里,1315,840111,16816,5673,718335,22791,7944,1891,464,47475,168,8827,130,9597,553042,674823,580
三重區,永發里,2094,1664109,41292,17949,1276709,68463,39623,5126,1609,190453,144,17311,117,5314,1016622,1405200,1847
三重區,立德里,999,801884,13387,8764,610962,35113,27550,1100,558,81283,13243,7199,124,2601,488763,679686,1284
三重區,福樂里,1024,647651,9124,3991,527109,33477,21067,939,459,44204,137,6076,0,1067,405948,526806,54
三重區,仁華里,1265,931594,15764,9016,760110,36474,17515,4351,2153,76533,390,7599,0,1690,605973,777512,1061
三重區,五順里,1015,643505,7340,7835,557540,15034,7398,1349,540,41121,0,4602,0,747,433278,519244,489
三重區,其他,59,31726,199,430,26556,1175,346,61,82,2735,0,69,0,74,20568,25738,28
三重區,合計,106939,82889479,1276984,952984,65118185,3099567,1733664,276326,86405,8895270,52761,781290,22426,593617,52217879,70005496,111144
泰山區,黎明里,1010,771331,14317,5381,645685,22000,13924,1874,966,56308,171,7943,246,2514,512590,638236,906
泰山區,大科里,265,187523,3662,4724,157611,5170,4677,497,196,8559,0,2338,0,88,124384,154295,195
泰山區,山腳里,2069,1538526,31710,20091,1230865,47578,32168,8178,1168,150850,1,13507,67,2342,967710,1275377,878
泰山區,楓樹里,1281,1041187,17524,9614,803468,37252,42347,5960,966,112106,3,7642,618,3687,641775,879450,1765
泰山區,同榮里,1283,1013911,9782,12664,800857,35746,27973,3447,658,107085,1116,10793,0,3790,638416,851470,761
泰山區,義學里,1348,1002652,14391,11083,835724,30972,22756,1514,620,75803,290,8005,36,1457,664444,831372,818
泰山區,明志里,1230,946149,11255,7183,767670,35321,13753,1328,689,97841,221,7694,437,2756,616226,795123,1366
泰山區,貴子里,1266,1083919,11329,8995,884326,35818,16584,2097,802,100842,144,6956,8,16018,723006,923713,779
泰山區,貴和里,1652,1325725,20972,7831,979837,50631,35038,2570,915,213195,334,12573,196,1632,772031,1118170,1314
泰山區,福泰里,849,558488,6870,12652,429981,21476,26050,1222,377,52999,0,3459,1,3401,331581,460094,399
泰山區,同興里,1259,1213254,55956,11558,957816,42896,19839,3892,1566,104411,102,13640,25,1554,790636,1046112,911
泰山區,義仁里,2194,1765648,26915,19162,1458171,53520,46004,3840,2476,133928,5,15941,339,5348,1170658,1478997,2120
泰山區,泰友里,657,475282,6531,4412,403552,15589,7720,428,317,32872,15,3287,101,459,319180,390911,456
泰山區,新明里,1024,715053,7746,8835,615891,21411,7323,1683,631,40135,134,10309,0,955,487647,587084,460
泰山區,貴賢里,1256,1126486,5026,8795,905431,40546,19955,2458,1222,127421,866,9392,1126,4246,748462,968914,3258
泰山區,福興里,1128,975178,10074,12764,797095,43222,21416,5027,805,72918,0,7542,0,4315,652068,830151,628
泰山區,全興里,2743,2799894,35559,34968,2366982,63326,28277,17064,2280,217782,2596,24608,499,5953,1979585,2412342,3154
泰山區,其他,6,8901,0,1983,5289,721,326,360,11,149,0,49,0,14,4352,7964,0
泰山區,合計,22520,18549106,289621,202696,15046248,603196,386129,63441,16666,1705203,5999,165679,3699,60530,12144750,15649775,20169
新店區,張北里,2204,2243429,13106,29275,1768059,107647,42539,12625,2030,223011,2809,28550,982,12794,1504116,1979370,5231
新店區,張南里,702,820523,6565,5114,574171,36999,23376,5529,419,157129,251,6801,566,3602,494515,740798,2753
新店區,廣明里,243,173209,4015,5083,126673,10151,7632,1596,278,14470,24,1382,72,1832,100860,147506,488
新店區,江陵里,2071,2971286,13201,40958,2122526,147750,80373,22564,3246,457056,1992,53330,2367,25924,1871381,2720592,11021
新店區,百忍里,1335,1216579,7560,14765,949108,79352,24358,4642,1260,111967,1147,12303,1253,8864,795693,1063099,4786
新店區,青潭里,1752,1453761,11939,15747,1246750,53348,16124,5059,1216,77449,1888,12392,1303,10547,1023847,1230913,5533
新店區,員潭里,1378,1086394,7974,12282,939256,40429,9080,3317,1618,51731,388,10893,1704,7721,767702,914668,4447
新店區,雙坑里,157,99404,5013,1742,76870,2370,4324,446,21,7484,0,881,0,253,58838,81372,176
新店區,粗坑里,973,1094741,14308,12810,757180,51790,20948,4211,719,209601,2199,14101,4948,1927,646633,983854,14013
新店區,屈尺里,642,480944,7219,5220,375979,22400,16892,1209,4644,41955,0,2649,72,2704,300722,405728,543
新店區,廣興里,299,202473,5540,1319,151641,7220,15415,599,165,17951,0,1288,0,1335,118866,169811,493
新店區,龜山里,430,312210,3929,3643,244689,12693,6672,1730,205,29254,65,8650,255,426,196016,263442,702
新店區,直潭里,308,270942,5565,13657,191547,13053,13180,1238,189,28112,1370,2377,126,528,156349,235743,564
新店區,塗潭里,200,204724,2532,721,85659,4706,6472,1940,94,101701,0,570,0,329,63765,182830,132
新店區,公崙里,3412,3171127,24547,39365,2622248,124108,57744,13635,3232,242048,3968,26087,3147,10998,2182922,2731471,10233
新店區,柴埕里,2644,2346792,25319,34640,1957613,88797,27647,9862,2064,160824,1960,28283,737,9047,1623660,2012757,3676
新店區,雙城里,1496,1035300,11979,8063,882261,39535,14828,3067,2655,50592,311,16265,989,4756,699439,852478,2989
